geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
47642	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	68342294	sagittal	71801	NM_175175
47644	Slc25a18	solute carrier family 25 (mitochondrial carrier), member 18	71210908	sagittal	71803	XM_207112
47645	2610016C23Rik	RIKEN cDNA 2610016C23 gene	68445167	sagittal	71804	NM_027930
47646	Nup93	nucleoporin 93	67787347	sagittal	71805	NM_172410
47646	Nup93	nucleoporin 93	75774679	coronal	71805	NM_172410
47648	Tarsl1	threonyl-tRNA synthetase-like 1	71832963	sagittal	71807	NM_027931
47651	Ranbp3	RAN binding protein 3	71493044	sagittal	71810	XM_128698
47657	Rnf180	ring finger protein 180	68744450	sagittal	71816	XM_127534
47658	Tmem50a	transmembrane protein 50A	69407505	sagittal	71817	NM_027935
47660	Kif23	kinesin family member 23	68924691	sagittal	71819	NM_024245
47665	1700006A11Rik	RIKEN cDNA 1700006A11 gene	72471734	sagittal	71824	XM_131185
47667	1700001F09Rik	RIKEN cDNA 1700001F09 gene	69116733	sagittal	71826	NM_027940
47668	Lrrc34	leucine rich repeat containing 34	71377916	sagittal	71827	XM_487721
47669	Gtf2a1lf	general transcription factor II A, 1-like factor	70431331	sagittal	71828	NM_023630
47671	1700007B13Rik	RIKEN cDNA 1700007B13 gene	71919278	sagittal	71830	XM_133805
47672	1700007B14Rik	RIKEN cDNA 1700007B14 gene	71377906	sagittal	71831	XM_486134
47673	Csl	citrate synthase like	69116484	sagittal	71832	NM_027945
47674	Wdr68	WD repeat domain 68	68080703	sagittal	71833	XM_181295
47674	Wdr68	WD repeat domain 68	71213647	sagittal	71833	mCT3805.1
47675	Zfp297b	zinc finger protein 297B	69290854	sagittal	71834	NM_027947
47676	Lancl2	LanC (bacterial lantibiotic synthetase component C)-like 2	638715	sagittal	71835	NM_133737
47677	1700012A16Rik	RIKEN cDNA 1700012A16 gene	69353541	sagittal	71836	XM_129498
47678	1700003E16Rik	RIKEN cDNA 1700003E16 gene	70303749	sagittal	71837	XM_132615
47679	Phf7	PHD finger protein 7	69028515	sagittal	71838	NM_027949
47680	1700012B18Rik	RIKEN cDNA 1700012B18 gene	68410542	sagittal	71839	NM_027950
47681	Tekt4	tektin 4	69353535	sagittal	71840	XM_128462
47682	1700008I05Rik	RIKEN cDNA 1700008I05 gene	71919439	sagittal	71841	XM_136071
47684	R3hcc1	R3H domain and coiled-coil containing 1	69353614	sagittal	71843	XM_127811
47685	Nupl1	nucleoporin like 1	68637533	sagittal	71844	NM_170591
47685	Nupl1	nucleoporin like 1	71161369	sagittal	71844	Mm.277384
47686	1700013E18Rik	RIKEN cDNA 1700013E18 gene	71492856	sagittal	71845	NM_175176
47687	Syce2	synaptonemal complex central element protein 2	70609150	sagittal	71846	NM_027954
47688	1700017G21Rik	RIKEN cDNA 1700017G21 gene	70201295	sagittal	71847	NM_027955
47690	1700024G10Rik	RIKEN cDNA 1700024G10 gene	69353645	sagittal	71849	XM_129805
47694	Pdia6	protein disulfide isomerase associated 6	69079989	sagittal	71853	XM_126809
47695	Dpep3	dipeptidase 3	75831779	sagittal	71854	NM_027960
47697	Wfdc3	WAP four-disulfide core domain 3	70609173	sagittal	71856	XM_355365
47701	Wdr16	WD repeat domain 16	71377947	sagittal	71860	NM_027963
47702	Zswim2	zinc finger, SWIM domain containing 2	70303522	sagittal	71861	NM_027964
47703	Gpr160	G protein-coupled receptor 160	69857040	sagittal	71862	XM_130823
47704	1700019O17Rik	RIKEN cDNA 1700019O17 gene	71377957	sagittal	71863	XM_484891
47706	Fbxo30	F-box protein 30	68162228	sagittal	71865	XM_125493
47709	1700023E05Rik	RIKEN cDNA 1700023E05 gene	69113793	sagittal	71868	XM_485635
47710	Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12	75831718	sagittal	71869	NM_027971
47711	Ccdc19	coiled-coil domain containing 19	71210538	sagittal	71870	XM_355284
47713	Aox4	aldehyde oxidase 4	69526695	sagittal	71872	NM_023631
47715	2310007B03Rik	RIKEN cDNA 2310007B03 gene	71991780	sagittal	71874	NM_172411
47717	Mlf1ip	myeloid leukemia factor 1 interacting protein	70946569	sagittal	71876	NM_027973
47718	Efhc1	EF-hand domain (C-terminal) containing 1	70239087	sagittal	71877	XM_129694
47719	2310007D09Rik	RIKEN cDNA 2310007D09 gene	69202352	sagittal	71878	XM_130601
47722	2310001A20Rik	RIKEN cDNA 2310001A20 gene	69837580	sagittal	71881	NM_027977
47724	Coq2	coenzyme Q2 homolog, prenyltransferase (yeast)	69202346	sagittal	71883	XM_132218
47725	Chit1	chitinase 1 (chitotriosidase)	74635349	sagittal	71884	XM_129391
47726	2310003H01Rik	RIKEN cDNA 2310003H01 gene	72080185	coronal	71885	XM_126658
47726	2310003H01Rik	RIKEN cDNA 2310003H01 gene	75750497	sagittal	71885	XM_126658
47727	2310002L09Rik	RIKEN cDNA 2310002L09 gene	71991738	sagittal	71886	NM_027104
47728	Ppm1j	protein phosphatase 1J	71280868	sagittal	71887	NM_027982
47729	Krt33a	keratin 33A	68545300	sagittal	71888	NM_027983
47730	Epn3	epsin 3	72283755	sagittal	71889	NM_027984
47730	Epn3	epsin 3	74357584	coronal	71889	NM_027984
47731	Mad2l2	MAD2 mitotic arrest deficient-like 2 (yeast)	564638	sagittal	71890	NM_027985
47732	Cdadc1	cytidine and dCMP deaminase domain containing 1	70525807	sagittal	71891	XM_127813
47734	Noxo1	NADPH oxidase organizer 1	69080483	sagittal	71893	NM_027988
47738	2310010M24Rik	RIKEN cDNA 2310010M24 gene	69202364	sagittal	71897	NM_027990
47738	2310010M24Rik	RIKEN cDNA 2310010M24 gene	73635774	coronal	71897	NM_027990
47739	2310016F22Rik	RIKEN cDNA 2310016F22 gene	69014907	sagittal	71898	NM_173743
47741	Tmem106b	transmembrane protein 106B	68797516	sagittal	71900	NM_027992
47741	Tmem106b	transmembrane protein 106B	71920509	coronal	71900	NM_027992
47743	Cand1	cullin associated and neddylation disassociated 1	69608420	sagittal	71902	XM_125901
47744	2310038E17Rik	RIKEN cDNA 2310038E17 gene	70218697	sagittal	71903	XM_146486
47745	Paqr7	progestin and adipoQ receptor family member VII	69015601	sagittal	71904	NM_027995
47748	Serpina9	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	71670728	coronal	71907	NM_027997
47748	Serpina9	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	74821935	sagittal	71907	NM_027997
47749	Cldn23	claudin 23	71627833	sagittal	71908	NM_027998
47750	2310022K01Rik	RIKEN cDNA 2310022K01 gene	69202400	sagittal	71909	XM_355883
47751	Ppapdc1	phosphatidic acid phosphatase type 2 domain containing 1	74635180	sagittal	71910	XM_134059
47752	Bdh1	3-hydroxybutyrate dehydrogenase, type 1	68861717	sagittal	71911	NM_175177
47753	Jsrp1	junctional sarcoplasmic reticulum protein 1	69202316	sagittal	71912	NM_028001
47754	Tmem79	transmembrane protein 79	67979039	sagittal	71913	NM_024246
47755	Antxr2	anthrax toxin receptor 2	69526659	sagittal	71914	NM_133738
47757	Dus4l	dihydrouridine synthase 4-like (S. cerevisiae)	70539233	sagittal	71916	NM_028002
47759	2310047A01Rik	RIKEN cDNA 2310047A01 gene	69202490	sagittal	71918	XM_484355
47760	D15Ertd682e	DNA segment, Chr 15, ERATO Doi 682, expressed	513477	sagittal	71919	NM_028003
47761	Epgn	epithelial mitogen	71021170	sagittal	71920	NM_053087
47764	2310047M10Rik	RIKEN cDNA 2310047M10 gene	69854162	sagittal	71923	XM_484040
47765	Tube1	epsilon-tubulin 1	69835622	sagittal	71924	XM_125543
47768	Itfg1	integrin alpha FG-GAP repeat containing 1	2139	coronal	71927	NM_028007
47768	Itfg1	integrin alpha FG-GAP repeat containing 1	2140	sagittal	71927	NM_028007
47769	2310047K21Rik	RIKEN cDNA 2310047K21 gene	75934921	sagittal	71928	XM_488951
47770	Tmem123	transmembrane protein 123	68080674	sagittal	71929	NM_133739
47773	Abhd9	abhydrolase domain containing 9	70228681	sagittal	71932	XM_128553
47775	Car13	carbonic anhydrase 13	71021066	sagittal	71934	NM_024495
47780	Apol6	apolipoprotein L, 6	69816422	sagittal	71939	XM_484487
47782	2310051N18Rik	RIKEN cDNA 2310051N18 gene	71808421	sagittal	71941	XM_134026
47784	Tom1l1	target of myb1-like 1 (chicken)	513244	sagittal	71943	XM_126629
47787	Endod1	endonuclease domain containing 1	68410285	sagittal	71946	NM_028013
47787	Endod1	endonuclease domain containing 1	71015195	coronal	71946	NM_028013
47788	2310067B10Rik	RIKEN cDNA 2310067B10 gene	71656916	sagittal	71947	NM_028014
47790	Lass5	longevity assurance homolog 5 (S. cerevisiae)	75990553	sagittal	71949	NM_028015
47791	Nanog	Nanog homeobox	69289465	sagittal	71950	XM_132755
47792	Gpc2	glypican 2 (cerebroglycan)	69734542	sagittal	71951	NM_172412
47792	Gpc2	glypican 2 (cerebroglycan)	72472808	coronal	71951	NM_172412
47793	2410016O06Rik	RIKEN cDNA 2410016O06 gene	69202639	sagittal	71952	NM_023633
47795	2400003N08Rik	RIKEN cDNA 2400003N08 gene	74635439	sagittal	71954	NM_178622
47796	2400003C14Rik	RIKEN cDNA 2400003C14 gene	76098327	sagittal	71955	NM_028018
47797	Rnf135	ring finger protein 135	71493032	sagittal	71956	NM_028019
47798	Cpsf3l	cleavage and polyadenylation specific factor 3-like	74357611	sagittal	71957	NM_028020
47801	Myh14	myosin, heavy polypeptide 14	69781977	sagittal	71960	NM_028021
47803	2410008K03Rik	RIKEN cDNA 2410008K03 gene	68546149	sagittal	71962	XM_125970
47804	Cdca4	cell division cycle associated 4	74635493	sagittal	71963	NM_028023
47804	Cdca4	cell division cycle associated 4	74822808	sagittal	71963	NM_028023
47807	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	2429	coronal	71966	NM_028024
47807	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	2430	sagittal	71966	NM_028024
47808	2410003J06Rik	RIKEN cDNA 2410003J06 gene	68667174	sagittal	71967	XM_135953
47809	Wdr73	WD repeat domain 73	71212205	sagittal	71968	mCT185134.0
47809	Wdr73	WD repeat domain 73	71493038	sagittal	71968	XM_485953
47811	2410018M08Rik	RIKEN cDNA 2410018M08 gene	75985869	sagittal	71970	NM_183088
47812	Zswim1	zinc finger, SWIM domain containing 1	68080696	sagittal	71971	NM_028028
47813	Dnmbp	dynamin binding protein	71587571	sagittal	71972	NM_028029
47814	Rbpms2	RNA binding protein with multiple splicing 2	68342081	sagittal	71973	NM_028030
47814	Rbpms2	RNA binding protein with multiple splicing 2	73512496	coronal	71973	NM_028030
47815	Prmt3	protein arginine N-methyltransferase 3	69113686	sagittal	71974	NM_133740
47819	Ppp2r2a	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform	70920027	sagittal	71978	TC1570991
47819	Ppp2r2a	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform	73512208	coronal	71978	TC1570991
47820	2410012M07Rik	RIKEN cDNA 2410012M07 gene	70203501	sagittal	71979	XM_486251
47822	2410004F06Rik	RIKEN cDNA 2410004F06 gene	70203495	sagittal	71981	NM_028034
47823	Snx10	sorting nexin 10	70429435	sagittal	71982	NM_028035
47824	Tmco6	transmembrane and coiled-coil domains 6	70542876	sagittal	71983	NM_028036
47825	Sars2	seryl-aminoacyl-tRNA synthetase 2	71377754	sagittal	71984	NM_023637
47826	Acad10	acyl-Coenzyme A dehydrogenase family, member 10	68499022	sagittal	71985	NM_028037
47827	Ddx28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	69626735	sagittal	71986	NM_028038
47829	Esco2	establishment of cohesion 1 homolog 2 (S. cerevisiae)	68498259	sagittal	71988	NM_028039
47830	Rpusd4	RNA pseudouridylate synthase domain containing 4	69174421	sagittal	71989	XM_134644
47830	Rpusd4	RNA pseudouridylate synthase domain containing 4	70919191	sagittal	71989	TC1553662
47831	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	71280874	sagittal	71990	NM_028041
47832	Ercc8	excision repaiross-complementing rodent repair deficiency, complementation group 8	67792198	sagittal	71991	NM_028042
47835	Cnn3	calponin 3, acidic	74822928	sagittal	71994	NM_028044
47836	1600014E20Rik	RIKEN cDNA 1600014E20 gene	69353312	sagittal	71995	NM_028045
47837	1600014K23Rik	RIKEN cDNA 1600014K23 gene	70201050	sagittal	71996	XM_135938
47838	1500002O20Rik	RIKEN cDNA 1500002O20 gene	1954	coronal	71997	NM_028047
47838	1500002O20Rik	RIKEN cDNA 1500002O20 gene	1955	sagittal	71997	NM_028047
47839	Slc25a35	solute carrier family 25, member 35	68342021	sagittal	71998	NM_028048
47840	Fbxo22	F-box only protein 22	69015482	sagittal	71999	NM_028049
47841	1600016N20Rik	RIKEN cDNA 1600016N20 gene	74581271	sagittal	72000	XM_146151
47843	Slc39a5	solute carrier family 39 (metal ion transporter), member 5	1645	coronal	72002	NM_028051
47843	Slc39a5	solute carrier family 39 (metal ion transporter), member 5	1646	sagittal	72002	NM_028051
47843	Slc39a5	solute carrier family 39 (metal ion transporter), member 5	76135744	coronal	72002	NM_028051
47844	Synpr	synaptoporin	1862	coronal	72003	NM_028052
47844	Synpr	synaptoporin	1863	sagittal	72003	NM_028052
47844	Synpr	synaptoporin	77454643	sagittal	72003	NM_028052
47848	Fndc3b	fibronectin type III domain containing 3B	70723613	sagittal	72007	NM_173182
47848	Fndc3b	fibronectin type III domain containing 3B	74988759	coronal	72007	NM_173182
47849	Zfyve19	zinc finger, FYVE domain containing 19	68637772	sagittal	72008	NM_028054
47853	1600020E01Rik	RIKEN cDNA 1600020E01 gene	74581289	sagittal	72012	XM_489143
47857	1600002H07Rik	RIKEN cDNA 1600002H07 gene	69353299	sagittal	72016	XM_128548
47858	Cyb5r1	cytochrome b5 reductase 1	70429321	sagittal	72017	NM_028057
47858	Cyb5r1	cytochrome b5 reductase 1	74988452	coronal	72017	NM_028057
47859	Fundc1	FUN14 domain containing 1	512531	sagittal	72018	NM_028058
47861	Zfp654	zinc finger protein 654	70201158	sagittal	72020	NM_028059
47863	Slc35f2	solute carrier family 35, member F2	74819683	coronal	72022	NM_028060
47863	Slc35f2	solute carrier family 35, member F2	75693029	sagittal	72022	NM_028060
47864	Cyb561d1	cytochrome b-561 domain containing 1	75988366	sagittal	72023	XM_485295
47866	1600012P17Rik	RIKEN cDNA 1600012P17 gene	70200982	sagittal	72025	XM_484930
47867	Trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	72471708	sagittal	72026	NM_028063
47868	Slc39a4	solute carrier family 39 (zinc transporter), member 4	68203442	sagittal	72027	NM_028064
47870	Tnrc5	trinucleotide repeat containing 5	70429483	sagittal	72029	NM_028065
47871	1600025M17Rik	RIKEN cDNA 1600025M17 gene	74581253	sagittal	72030	XM_150405
47874	Tsc22d2	TSC22 domain family 2	70201594	sagittal	72033	XM_485240
47874	Tsc22d2	TSC22 domain family 2	74958463	coronal	72033	XM_485240
47880	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	556995	sagittal	72039	NM_023644
47881	Mucdhl	mucin and cadherin like	69013660	sagittal	72040	NM_028069
47882	Alkbh4	alkB, alkylation repair homolog 4 (E. coli)	71492928	sagittal	72041	XM_132400
47883	Cotl1	coactosin-like 1 (Dictyostelium)	69568974	sagittal	72042	NM_028071
47883	Cotl1	coactosin-like 1 (Dictyostelium)	72472769	coronal	72042	NM_028071
47884	Sulf2	sulfatase 2	68193070	sagittal	72043	XM_358343
47884	Sulf2	sulfatase 2	72007935	coronal	72043	XM_358343
47886	2010001E11Rik	RIKEN cDNA 2010001E11 gene	71920291	sagittal	72045	XM_125582
47887	2010005J08Rik	RIKEN cDNA 2010005J08 gene	70203417	sagittal	72046	NM_178623
47888	Ddx42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	69626754	sagittal	72047	NM_028074
47890	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	72283719	sagittal	72049	NM_028075
47891	Kdelc1	KDEL (Lys-Asp-Glu-Leu) containing 1	67787328	sagittal	72050	NM_023645
47894	2010008E23Rik	RIKEN cDNA 2010008E23 gene	293027	coronal	72053	XM_126502
47894	2010008E23Rik	RIKEN cDNA 2010008E23 gene	71608230	sagittal	72053	XM_126502
47895	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18	70445682	sagittal	72054	NM_024444
47896	1810073N04Rik	RIKEN cDNA 1810073N04 gene	69201696	sagittal	72055	NM_024249
47896	1810073N04Rik	RIKEN cDNA 1810073N04 gene	70919340	sagittal	72055	TC1559890
47897	1810055G02Rik	RIKEN cDNA 1810055G02 gene	601188	sagittal	72056	NM_028077
47898	Phf10	PHD finger protein 10	68269066	sagittal	72057	NM_024250
47899	Jam4	junction adhesion molecule 4	593	sagittal	72058	NM_028078
47899	Jam4	junction adhesion molecule 4	633682	sagittal	72058	NM_028078
47899	Jam4	junction adhesion molecule 4	77454978	sagittal	72058	NM_028078
47899	Jam4	junction adhesion molecule 4	79488939	coronal	72058	NM_028078
47902	2010111I01Rik	RIKEN cDNA 2010111I01 gene	72081822	sagittal	72061	XM_127387
47906	Rap2c	RAP2C, member of RAS oncogene family	69170108	sagittal	72065	NM_172413
47909	Cnot2	CCR4-NOT transcription complex, subunit 2	71496312	sagittal	72068	NM_028082
47915	Anks4b	ankyrin repeat and sterile alpha motif domain containing 4B	71280889	sagittal	72074	NM_028085
47916	Ogfr	opioid growth factor receptor	67809268	coronal	72075	NM_031373
47917	Mospd4	motile sperm domain containing 4	74635280	sagittal	72076	XM_128948
47918	Gcnt3	glucosaminyl (N-acetyl) transferase 3, mucin type	71617022	sagittal	72077	NM_028087
47921	2010317E24Rik	RIKEN cDNA 2010317E24 gene	73584729	sagittal	72080	XM_130053
47923	Cyp2c55	cytochrome P450, family 2, subfamily c, polypeptide 55	71627811	sagittal	72082	NM_028089
47924	2410018G20Rik	RIKEN cDNA 2410018G20 gene	68744863	sagittal	72083	NM_029354
47925	Pigx	phosphatidylinositol glycan anchor biosynthesis, class X	71610788	sagittal	72084	NM_024464
47926	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	69028689	sagittal	72085	NM_028091
47929	Ush1c	Usher syndrome 1C homolog (human)	68341340	sagittal	72088	NM_023649
47931	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8	73716531	sagittal	72090	XM_619737
47931	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8	77932829	sagittal	72090	XM_619737
47932	2610002F03Rik	RIKEN cDNA 2610002F03 gene	1968	coronal	72091	unknown
47932	2610002F03Rik	RIKEN cDNA 2610002F03 gene	1969	sagittal	72091	unknown
47935	Ugt2a3	UDP glucuronosyltransferase 2 family, polypeptide A3	68499165	sagittal	72094	NM_028094
47937	2010208K18Rik	RIKEN cDNA 2010208K18 gene	71492934	sagittal	72096	NM_028095
47938	2010300C02Rik	RIKEN cDNA 2010300C02 gene	70743898	coronal	72097	XM_129808
47938	2010300C02Rik	RIKEN cDNA 2010300C02 gene	75695669	sagittal	72097	XM_129808
47939	Tmem68	transmembrane protein 68	583558	sagittal	72098	NM_028097
47943	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	69838738	sagittal	72102	NM_028099
47944	2010301N04Rik	RIKEN cDNA 2010301N04 gene	631707	sagittal	72103	NM_024251
47947	2610003J06Rik	RIKEN cDNA 2610003J06 gene	686213	sagittal	72106	NM_028101
47948	2600005O03Rik	RIKEN cDNA 2600005O03 gene	71991690	sagittal	72107	NM_183089
47949	Ddhd2	DDHD domain containing 2	69626693	sagittal	72108	XM_356065
47953	Ppp1r14d	protein phosphatase 1, regulatory (inhibitor) subunit 14D	68499320	sagittal	72112	NM_028104
47954	Adck1	aarF domain containing kinase 1	576428	sagittal	72113	NM_028105
47955	Zbed3	zinc finger, BED domain containing 3	72076599	sagittal	72114	NM_028106
47958	Nat13	N-acetyltransferase 13	70546105	sagittal	72117	NM_028108
47960	Tpx2	TPX2, microtubule-associated protein homolog (Xenopus laevis)	70192015	sagittal	72119	NM_028109
47962	Dennd2d	DENN/MADD domain containing 2D	68269286	sagittal	72121	XM_131083
47964	2010109K11Rik	RIKEN cDNA 2010109K11 gene	70303767	sagittal	72123	NM_028111
47965	Seh1l	SEH1-like (S. cerevisiae	68443513	sagittal	72124	NM_028112
47966	2600011E07Rik	RIKEN cDNA 2600011E07 gene	74821568	sagittal	72125	XM_127745
47969	2610008E11Rik	RIKEN cDNA 2610008E11 gene	73617558	sagittal	72128	NM_001004362
47970	Pex13	peroxisomal biogenesis factor 13	68795403	sagittal	72129	NM_023651
47970	Pex13	peroxisomal biogenesis factor 13	74658240	coronal	72129	NM_023651
47974	Trub1	TruB pseudouridine (psi) synthase homolog 1 (E. coli)	69202800	sagittal	72133	NM_028115
47976	Pygo1	pygopus 1	69289769	sagittal	72135	XM_134865
47977	D4st1	dermatan 4 sulfotransferase 1	68861705	sagittal	72136	NM_028117
47977	D4st1	dermatan 4 sulfotransferase 1	74657927	coronal	72136	NM_028117
