"gene name","gene symbol","entrez"
"EF-hand calcium binding domain 1","EFCAB1",79645
"pantothenate kinase 3","PANK3",79646
"akirin 1","AKIRIN1",79647
"microcephalin 1","MCPH1",79648
"MAP7 domain containing 3","MAP7D3",79649
"chromosome 16 open reading frame 57","C16orf57",79650
"rhomboid 5 homolog 2 (Drosophila)","RHBDF2",79651
"transmembrane protein 204","TMEM204",79652
"HECT domain containing E3 ubiquitin protein ligase 3","HECTD3",79654
"BEN domain containing 5","BEND5",79656
"RNA polymerase II associated protein 3","RPAP3",79657
"Rho GTPase activating protein 10","ARHGAP10",79658
"dynein, cytoplasmic 2, heavy chain 1","DYNC2H1",79659
"protein phosphatase 1, regulatory subunit 3B","PPP1R3B",79660
"nei endonuclease VIII-like 1 (E. coli)","NEIL1",79661
"HSPB (heat shock 27kDa) associated protein 1","HSPBAP1",79663
"NMDA receptor regulated 2","NARG2",79664
"DEAH (Asp-Glu-Ala-His) box polypeptide 40","DHX40",79665
"pleckstrin homology domain containing, family F (with FYVE domain) member 2","PLEKHF2",79666
"uncharacterized FLJ13197","FLJ13197",79667
"poly (ADP-ribose) polymerase family, member 8","PARP8",79668
"chromosome 3 open reading frame 52","C3orf52",79669
"zinc finger, CCHC domain containing 6","ZCCHC6",79670
"NLR family member X1","NLRX1",79671
"fructosamine 3 kinase related protein","FN3KRP",79672
"zinc finger protein 329","ZNF329",79673
"ventricular zone expressed PH domain homolog 1 (zebrafish)","VEPH1",79674
"FAST kinase domains 1","FASTKD1",79675
"2-oxoglutarate and iron-dependent oxygenase domain containing 2","OGFOD2",79676
"structural maintenance of chromosomes 6","SMC6",79677
"V-set domain containing T cell activation inhibitor 1","VTCN1",79679
"chromosome 22 open reading frame 29","C22orf29",79680
"MLF1 interacting protein","MLF1IP",79682
"zinc finger, DHHC-type containing 14","ZDHHC14",79683
"Myb/SANT-like DNA-binding domain containing 2","MSANTD2",79684
"SAP30-like","SAP30L",79685
"long intergenic non-protein coding RNA 341","LINC00341",79686
"STEAP family member 4","STEAP4",79689
"galactose-3-O-sulfotransferase 4","GAL3ST4",79690
"queuine tRNA-ribosyltransferase domain containing 1","QTRTD1",79691
"zinc finger protein 322","ZNF322",79692
"yrdC domain containing (E. coli)","YRDC",79693
"mannosidase, endo-alpha","MANEA",79694
"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)","GALNT12",79695
"zinc finger, C2HC-type containing 1C","ZC2HC1C",79696
"chromosome 14 open reading frame 169","C14orf169",79697
"zinc finger, matrin-type 4","ZMAT4",79698
"zyg-11 homolog B (C. elegans)","ZYG11B",79699
"chromosome 17 open reading frame 101","C17orf101",79701
"chromosome 11 open reading frame 80","C11orf80",79703
"leucine-rich repeat kinase 1","LRRK1",79705
"PRKR interacting protein 1 (IL11 inducible)","PRKRIP1",79706
"nucleolar protein 9","NOL9",79707
"glycosyltransferase 25 domain containing 1","GLT25D1",79709
"MORC family CW-type zinc finger 4","MORC4",79710
"importin 4","IPO4",79711
"glycosyltransferase-like domain containing 1","GTDC1",79712
"IGF-like family receptor 1","IGFLR1",79713
"coiled-coil domain containing 51","CCDC51",79714
"aminopeptidase-like 1","NPEPL1",79716
"phosphopantothenoylcysteine synthetase","PPCS",79717
"transducin (beta)-like 1 X-linked receptor 1","TBL1XR1",79718
"alpha- and gamma-adaptin binding protein","AAGAB",79719
"vacuolar protein sorting 37 homolog B (S. cerevisiae)","VPS37B",79720
"ankyrin repeat domain 55","ANKRD55",79722
"suppressor of variegation 3-9 homolog 2 (Drosophila)","SUV39H2",79723
"zinc finger protein 768","ZNF768",79724
"THAP domain containing 9","THAP9",79725
"WD repeat domain 59","WDR59",79726
"lin-28 homolog A (C. elegans)","LIN28A",79727
"partner and localizer of BRCA2","PALB2",79728
"SH3 domain containing 21","SH3D21",79729
"NOP2/Sun domain family, member 7","NSUN7",79730
"asparaginyl-tRNA synthetase 2, mitochondrial (putative)","NARS2",79731
"E2F transcription factor 8","E2F8",79733
"potassium channel tetramerisation domain containing 17","KCTD17",79734
"TBC1 domain family, member 17","TBC1D17",79735
"transcription elongation factor, mitochondrial","TEFM",79736
"Bardet-Biedl syndrome 10","BBS10",79738
"tubulin tyrosine ligase-like family, member 7","TTLL7",79739
"zinc finger, B-box domain containing","ZBBX",79740
"chromosome 10 open reading frame 68","C10orf68",79741
"chromosome X open reading frame 36","CXorf36",79742
"zinc finger protein 419","ZNF419",79744
"CAP-GLY domain containing linker protein family, member 4","CLIP4",79745
"enoyl CoA hydratase domain containing 3","ECHDC3",79746
"androglobin","ADGB",79747
"lectin, mannose-binding, 1 like","LMAN1L",79748
"zinc finger protein 385D","ZNF385D",79750
"solute carrier family 25 (mitochondrial carrier: glutamate), member 22","SLC25A22",79751
"zinc finger, AN1-type domain 1","ZFAND1",79752
"Smad nuclear interacting protein 1","SNIP1",79753
"ankyrin repeat and SOCS box containing 13","ASB13",79754
"zinc finger protein 750","ZNF750",79755
"dehydrogenase/reductase (SDR family) member 12","DHRS12",79758
"zinc finger protein 668","ZNF668",79759
"gem (nuclear organelle) associated protein 7","GEMIN7",79760
"chromosome 1 open reading frame 115","C1orf115",79762
"isochorismatase domain containing 2","ISOC2",79763
"engulfment and cell motility 3","ELMO3",79767
"chromosome 15 open reading frame 29","C15orf29",79768
"thioredoxin domain containing 15","TXNDC15",79770
"multiple C2 domains, transmembrane 1","MCTP1",79772
"growth hormone regulated TBC protein 1","GRTP1",79774
"zinc finger homeobox 4","ZFHX4",79776
"acyl-CoA binding domain containing 4","ACBD4",79777
"MICAL-like 2","MICALL2",79778
"coiled-coil domain containing 82","CCDC82",79780
"IQ motif containing with AAA domain 1","IQCA1",79781
"leucine rich repeat containing 31","LRRC31",79782
"chromosome 7 open reading frame 10","C7orf10",79783
"myosin, heavy chain 14, non-muscle","MYH14",79784
"RERG/RAS-like","RERGL",79785
"kelch-like 36 (Drosophila)","KLHL36",79786
"zinc finger protein 665","ZNF665",79788
"calmin (calponin-like, transmembrane)","CLMN",79789
"F-box protein 31","FBXO31",79791
"gasdermin D","GSDMD",79792
"chromosome 12 open reading frame 49","C12orf49",79794
"asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)","ALG9",79796
"zinc finger protein 408","ZNF408",79797
"armadillo repeat containing 5","ARMC5",79798
"UDP glucuronosyltransferase 2 family, polypeptide A3","UGT2A3",79799
"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8","ALS2CR8",79800
"SHC SH2-domain binding protein 1","SHCBP1",79801
"HHIP-like 2","HHIPL2",79802
"Hermansky-Pudlak syndrome 6","HPS6",79803
"Nbla00301","NBLA00301",79804
"vasohibin 2","VASH2",79805
"glutathione S-transferase, C-terminal domain containing","GSTCD",79807
"tetratricopeptide repeat domain 21B","TTC21B",79809
"pentatricopeptide repeat domain 2","PTCD2",79810
"SAFB-like, transcription modulator","SLTM",79811
"multimerin 2","MMRN2",79812
"euchromatic histone-lysine N-methyltransferase 1","EHMT1",79813
"agmatine ureohydrolase (agmatinase)","AGMAT",79814
"NIPA-like domain containing 2","NIPAL2",79815
"transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila)","TLE6",79816
"MOB kinase activator 3B","MOB3B",79817
"zinc finger protein 552","ZNF552",79818
"WD repeat domain 78","WDR78",79819
"catsper channel auxiliary subunit beta","CATSPERB",79820
"Rho GTPase activating protein 28","ARHGAP28",79822
"calmodulin-lysine N-methyltransferase","CAMKMT",79823
"coiled-coil domain containing 48","CCDC48",79825
"CXADR-like membrane protein","CLMP",79827
"methyltransferase like 8","METTL8",79828
"N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)","NAA40",79829
"zinc finger, MYM-type 1","ZMYM1",79830
"lysine (K)-specific demethylase 8","KDM8",79831
"glutamine and serine rich 1","QSER1",79832
"gem (nuclear organelle) associated protein 6","GEMIN6",79833
"NKF3 kinase family member","PEAK1",79834
"LON peptidase N-terminal domain and ring finger 3","LONRF3",79836
"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma","PIP4K2C",79837
"transmembrane channel-like 5","TMC5",79838
"coiled-coil domain containing 102B","CCDC102B",79839
"nonhomologous end-joining factor 1","NHEJ1",79840
"ATP/GTP binding protein-like 2","AGBL2",79841
"zinc finger and BTB domain containing 3","ZBTB3",79842
"family with sequence similarity 124B","FAM124B",79843
"zinc finger, DHHC-type containing 11","ZDHHC11",79844
"ring finger protein 122","RNF122",79845
"chromosome 7 open reading frame 63","C7orf63",79846
"transmembrane protein 180","TMEM180",79847
"centrosome and spindle pole associated protein 1","CSPP1",79848
"PDZ domain containing 3","PDZD3",79849
"family with sequence similarity 57, member A","FAM57A",79850
"epoxide hydrolase 3","EPHX3",79852
"transmembrane 4 L six family member 20","TM4SF20",79853
"long intergenic non-protein coding RNA 115","LINC00115",79854
"sorting nexin 22","SNX22",79856
"uncharacterized LOC79857","FLJ13224",79857
"NIMA (never in mitosis gene a)- related kinase 11","NEK11",79858
"tubulin, alpha-like 3","TUBAL3",79861
"zinc finger protein 669","ZNF669",79862
"ribosome binding factor A (putative)","RBFA",79863
"chromosome 11 open reading frame 63","C11orf63",79864
"triggering receptor expressed on myeloid cells-like 2","TREML2",79865
"bora, aurora kinase A activator","BORA",79866
"tectonic family member 2","TCTN2",79867
"asparagine-linked glycosylation 13 homolog (S. cerevisiae)","ALG13",79868
"cleavage and polyadenylation specific factor 7, 59kDa","CPSF7",79869
"brain and acute leukemia, cytoplasmic","BAALC",79870
"RNA polymerase II associated protein 2","RPAP2",79871
"Cbl proto-oncogene, E3 ubiquitin protein ligase-like 1","CBLL1",79872
"nudix (nucleoside diphosphate linked moiety X)-type motif 18","NUDT18",79873
"rabaptin, RAB GTPase binding effector protein 2","RABEP2",79874
"thrombospondin, type I, domain containing 4","THSD4",79875
"ubiquitin-like modifier activating enzyme 5","UBA5",79876
"dephospho-CoA kinase domain containing","DCAKD",79877
"coiled-coil domain containing 134","CCDC134",79879
"zinc finger CCCH-type containing 14","ZC3H14",79882
"podocan-like 1","PODNL1",79883
"microtubule-associated protein 9","MAP9",79884
"histone deacetylase 11","HDAC11",79885
"caspase activity and apoptosis inhibitor 1","CAAP1",79886
"phospholipase B domain containing 1","PLBD1",79887
"lysophosphatidylcholine acyltransferase 1","LPCAT1",79888
"Ras and Rab interactor 3","RIN3",79890
"zinc finger protein 671","ZNF671",79891
"minichromosome maintenance complex binding protein","MCMBP",79892
"gametogenetin binding protein 2","GGNBP2",79893
"zinc finger protein 672","ZNF672",79894
"ATPase, class I, type 8B, member 4","ATP8B4",79895
"threonine synthase-like 1 (S. cerevisiae)","THNSL1",79896
"ribonuclease P/MRP 21kDa subunit","RPP21",79897
"zinc finger protein 613","ZNF613",79898
"proline rich 5 like","PRR5L",79899
"cytochrome b reductase 1","CYBRD1",79901
"nucleoporin 85kDa","NUP85",79902
"N(alpha)-acetyltransferase 60, NatF catalytic subunit","NAA60",79903
"transmembrane channel-like 7","TMC7",79905
"MORN repeat containing 1","MORN1",79906
"butyrophilin-like 8","BTNL8",79908
"pyridine nucleotide-disulphide oxidoreductase domain 1","PYROXD1",79912
"ARP5 actin-related protein 5 homolog (yeast)","ACTR5",79913
"ATPase family, AAA domain containing 5","ATAD5",79915
"MAGI family member, X-linked","MAGIX",79917
"SET domain containing 6","SETD6",79918
"chromosome 2 open reading frame 54","C2orf54",79919
"transcription elongation factor A (SII)-like 4","TCEAL4",79921
"mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)","MRM1",79922
"Nanog homeobox","NANOG",79923
"adrenomedullin 2","ADM2",79924
"sperm flagellar 2","SPEF2",79925
"family with sequence similarity 110, member D","FAM110D",79927
"MAP6 domain containing 1","MAP6D1",79929
"docking protein 3","DOK3",79930
"TNFAIP3 interacting protein 3","TNIP3",79931
"KIAA0319-like","KIAA0319L",79932
"synaptopodin 2-like","SYNPO2L",79933
"aarF domain containing kinase 4","ADCK4",79934
"cyclin N-terminal domain containing 2","CNTD2",79935
"contactin associated protein-like 3","CNTNAP3",79937
"solute carrier family 35, member E1","SLC35E1",79939
"long intergenic non-protein coding RNA 472","LINC00472",79940
"zinc finger protein 696","ZNF696",79943
"L-2-hydroxyglutarate dehydrogenase","L2HGDH",79944
"chromosome 10 open reading frame 95","C10orf95",79946
"dehydrodolichyl diphosphate synthase","DHDDS",79947
"lipid phosphate phosphatase-related protein type 3","LPPR3",79948
"pleckstrin homology domain containing, family S member 1","PLEKHS1",79949
"synapse differentiation inducing 1","SYNDIG1",79953
"nucleolar protein 10","NOL10",79954
"PDZ domain containing 7","PDZD7",79955
"endoplasmic reticulum metallopeptidase 1","ERMP1",79956
"progestin and adipoQ receptor family member VI","PAQR6",79957
"DENN/MADD domain containing 1C","DENND1C",79958
"centrosomal protein 76kDa","CEP76",79959
"PHD finger protein 17","PHF17",79960
"DENN/MADD domain containing 2D","DENND2D",79961
"DnaJ (Hsp40) homolog, subfamily C, member 22","DNAJC22",79962
"ATP-binding cassette, sub-family A (ABC1), member 11, pseudogene","ABCA11P",79963
"stearoyl-CoA desaturase 5","SCD5",79966
"WD repeat domain 76","WDR76",79968
"alpha tubulin acetyltransferase 1","ATAT1",79969
"zinc finger family member 767","ZNF767",79970
"wntless homolog (Drosophila)","WLS",79971
"zinc finger protein 442","ZNF442",79973
"cadherin-like and PC-esterase domain containing 1","CPED1",79974
"grainyhead-like 2 (Drosophila)","GRHL2",79977
"tRNA methyltransferase 2 homolog B (S. cerevisiae)","TRMT2B",79979
"DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)","DSN1",79980
"FERM domain containing 1","FRMD1",79981
"DnaJ (Hsp40) homolog, subfamily B, member 14","DNAJB14",79982
"premature ovarian failure, 1B","POF1B",79983
"zinc finger protein 702, pseudogene","ZNF702P",79986
"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","SVEP1",79987
"tetratricopeptide repeat domain 26","TTC26",79989
"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3","PLEKHH3",79990
"oligonucleotide/oligosaccharide-binding fold containing 1","OBFC1",79991
"AGPAT4 intronic transcript 1 (non-protein coding)","AGPAT4-IT1",79992
"ELOVL fatty acid elongase 7","ELOVL7",79993
"ankyrin repeat domain 53","ANKRD53",79998
"uncharacterized LOC79999","LOC79999",79999
"growth regulation by estrogen in breast cancer-like","GREB1L",80000
"pecanex-like 2 (Drosophila)","PCNXL2",80003
"epithelial splicing regulatory protein 2","ESRP2",80004
"dedicator of cytokinesis 5","DOCK5",80005
"chromosome 5 open reading frame 44","C5orf44",80006
"chromosome 10 open reading frame 88","C10orf88",80007
"transmembrane protein 156","TMEM156",80008
"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)","RMI1",80010
"family with sequence similarity 192, member A","FAM192A",80011
"polyhomeotic homolog 3 (Drosophila)","PHC3",80012
"family with sequence similarity 188, member A","FAM188A",80013
"WW and C2 domain containing 2","WWC2",80014
"chromosome 14 open reading frame 159","C14orf159",80017
"N(alpha)-acetyltransferase 25, NatB auxiliary subunit","NAA25",80018
"ubiquitin domain containing 1","UBTD1",80019
"FAD-dependent oxidoreductase domain containing 2","FOXRED2",80020
"transmembrane protein 62","TMEM62",80021
"myosin XVB pseudogene","MYO15B",80022
"neurensin 2","NRSN2",80023
"solute carrier family 24 (sodium/lithium/calcium exchanger), member 6","SLC24A6",80024
"pantothenate kinase 2","PANK2",80025
"F-box and leucine-rich repeat protein 18","FBXL18",80028
"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","SEMA6D",80031
"zinc finger protein 556","ZNF556",80032
"cysteine-serine-rich nuclear protein 3","CSRNP3",80034
"ANP32A intronic transcript 1 (non-protein coding)","ANP32A-IT1",80035
"transient receptor potential cation channel, subfamily M, member 3","TRPM3",80036
"family with sequence similarity 106, member A","FAM106A",80039
"G protein-coupled receptor 157","GPR157",80045
"uncharacterized LOC80054","LOC80054",80054
"post-GPI attachment to proteins 1","PGAP1",80055
"leucine rich repeat transmembrane neuronal 4","LRRTM4",80059
"activating transcription factor 7 interacting protein 2","ATF7IP2",80063
"DDB1 and CUL4 associated factor 17","DCAF17",80067
"long intergenic non-protein coding RNA 574","LINC00574",80069
"ADAM metallopeptidase with thrombospondin type 1 motif, 20","ADAMTS20",80070
"coiled-coil domain containing 15","CCDC15",80071
"HEXA antisense RNA 1 (non-protein coding)","HEXA-AS1",80072
"uncharacterized FLJ13744","FLJ13744",80078
"tubulin, alpha 4b (pseudogene)","TUBA4B",80086
"uncharacterized LOC80094","FLJ14107",80094
"zinc finger protein 606","ZNF606",80095
"mitotic spindle organizing protein 2B","MZT2B",80097
